Prot_A,Prot_B,Interaction_score,Disease
DRD2,CPX-285,0.637,Alzheimer's Disease
DRD2,POMC,0.64,Alzheimer's Disease
DRD2,DBH,0.748,Alzheimer's Disease
DRD2,SLC18A2,0.814,Alzheimer's Disease
DRD2,TH,0.841,Alzheimer's Disease
DRD2,GNAI3,0.956,Alzheimer's Disease
DRD2,DISC1,0.958,Alzheimer's Disease
DRD2,ADORA2A,0.997,Alzheimer's Disease
NOS1AP,MTHFR,0.412,Alzheimer's Disease
NOS1AP,CPX-4101,0.415,Alzheimer's Disease
NOS1AP,DRD3,0.495,Alzheimer's Disease
NOS1AP,CPX-285,0.511,Alzheimer's Disease
NOS1AP,DAOA,0.605,Alzheimer's Disease
NOS1AP,DISC1,0.609,Alzheimer's Disease
NOS1AP,RGS4,0.649,Alzheimer's Disease
AGT,MAOB,0.405,Alzheimer's Disease
AGT,TH,0.44,Alzheimer's Disease
AGT,GLP1R,0.503,Alzheimer's Disease
AGT,CPX-8432,0.517,Alzheimer's Disease
AGT,GNAI3,0.531,Alzheimer's Disease
AGT,DRD3,0.57,Alzheimer's Disease
AGT,GRM2,0.67,Alzheimer's Disease
AGT,RGS4,0.696,Alzheimer's Disease
AGT,SRC,0.799,Alzheimer's Disease
AGT,POMC,0.887,Alzheimer's Disease
AGT,CXCR4,0.936,Alzheimer's Disease
AGT,AGTR2,0.999,Alzheimer's Disease
AGT,AGTR1,0.999,Alzheimer's Disease
CPX-168,DRD3,0.41,Alzheimer's Disease
CPX-168,DRD1,0.6,Alzheimer's Disease
CPX-168,CPX-285,0.636,Alzheimer's Disease
CPX-117,AGTR1,0.477,Alzheimer's Disease
CPX-117,DRD3,0.586,Alzheimer's Disease
CPX-117,SRC,0.809,Alzheimer's Disease
CPX-117,CXCR4,0.892,Alzheimer's Disease
CPX-117,CAMK2A,0.906,Alzheimer's Disease
GNAI3,AGTR2,0.545,Alzheimer's Disease
GNAI3,GNAS,0.623,Alzheimer's Disease
GNAI3,PRKCB,0.693,Alzheimer's Disease
GNAI3,DRD3,0.731,Alzheimer's Disease
GNAI3,RGS4,0.76,Alzheimer's Disease
GNAI3,GRM2,0.903,Alzheimer's Disease
GNAI3,SRC,0.911,Alzheimer's Disease
GNAI3,CXCR4,0.915,Alzheimer's Disease
GNAI3,CPX-8432,0.984,Alzheimer's Disease
CPX-168,MAOB,0.502,Alzheimer's Disease
GNAS,DRD3,0.424,Alzheimer's Disease
GNAS,GRM2,0.651,Alzheimer's Disease
GNAS,AGTR1,0.734,Alzheimer's Disease
GNAS,POMC,0.89,Alzheimer's Disease
GNAS,ADORA2A,0.995,Alzheimer's Disease
GNAS,GLP1R,0.995,Alzheimer's Disease
AGTR2,MTHFR,0.422,Alzheimer's Disease
AGTR2,CXCR4,0.532,Alzheimer's Disease
AGTR2,GRM2,0.538,Alzheimer's Disease
AGTR2,CPX-8432,0.545,Alzheimer's Disease
AGTR2,SRC,0.582,Alzheimer's Disease
AGTR2,DRD3,0.586,Alzheimer's Disease
AGTR2,POMC,0.608,Alzheimer's Disease
AGTR2,AGTR1,0.982,Alzheimer's Disease
GLP1R,TH,0.427,Alzheimer's Disease
GLP1R,DRD3,0.452,Alzheimer's Disease
GLP1R,SRC,0.589,Alzheimer's Disease
GLP1R,POMC,0.972,Alzheimer's Disease
GLP1R,CPX-8432,0.975,Alzheimer's Disease
SRC,CAMK2A,0.483,Alzheimer's Disease
SRC,TH,0.518,Alzheimer's Disease
SRC,DRD3,0.535,Alzheimer's Disease
SRC,GRM2,0.595,Alzheimer's Disease
SRC,ADORA2A,0.621,Alzheimer's Disease
SRC,POMC,0.66,Alzheimer's Disease
SRC,AGTR1,0.704,Alzheimer's Disease
SRC,CXCR4,0.864,Alzheimer's Disease
SRC,CPX-285,0.933,Alzheimer's Disease
PIP4K2A,CPX-285,0.443,Alzheimer's Disease
PIP4K2A,DRD3,0.551,Alzheimer's Disease
MTHFR,DRD3,0.509,Alzheimer's Disease
MTHFR,DAOA,0.514,Alzheimer's Disease
MAOB,CPX-285,0.416,Alzheimer's Disease
MAOB,POMC,0.447,Alzheimer's Disease
MAOB,ADORA2A,0.474,Alzheimer's Disease
MAOB,DRD3,0.691,Alzheimer's Disease
MAOB,SLC18A2,0.792,Alzheimer's Disease
MAOB,TH,0.792,Alzheimer's Disease
MAOB,DBH,0.984,Alzheimer's Disease
CPX-8432,AGTR1,0.545,Alzheimer's Disease
CPX-8432,PRKCB,0.796,Alzheimer's Disease
CPX-8432,POMC,0.908,Alzheimer's Disease
CPX-8432,ADORA2A,0.928,Alzheimer's Disease
CPX-8432,DRD3,0.984,Alzheimer's Disease
TH,CPX-285,0.462,Alzheimer's Disease
TH,ADORA2A,0.47,Alzheimer's Disease
TH,DRD3,0.541,Alzheimer's Disease
TH,DRD1,0.669,Alzheimer's Disease
TH,POMC,0.748,Alzheimer's Disease
TH,SLC18A2,0.966,Alzheimer's Disease
TH,DBH,0.973,Alzheimer's Disease
DRD3,PRKCB,0.425,Alzheimer's Disease
DRD3,GRM2,0.426,Alzheimer's Disease
DRD3,CXCR4,0.437,Alzheimer's Disease
DRD3,CPX-4101,0.448,Alzheimer's Disease
DRD3,CAMK2A,0.448,Alzheimer's Disease
DRD3,AGTR1,0.474,Alzheimer's Disease
DRD3,ADORA2A,0.51,Alzheimer's Disease
DRD3,SLC18A2,0.548,Alzheimer's Disease
DRD3,RGS4,0.55,Alzheimer's Disease
DRD3,DAOA,0.573,Alzheimer's Disease
DRD3,POMC,0.581,Alzheimer's Disease
DRD3,DBH,0.581,Alzheimer's Disease
DRD3,DISC1,0.592,Alzheimer's Disease
DRD3,CPX-285,0.654,Alzheimer's Disease
DRD3,DRD1,0.801,Alzheimer's Disease
DBH,DRD1,0.547,Alzheimer's Disease
DBH,POMC,0.597,Alzheimer's Disease
DBH,SLC18A2,0.702,Alzheimer's Disease
DRD1,GRM2,0.455,Alzheimer's Disease
DRD1,DAOA,0.466,Alzheimer's Disease
DRD1,CAMK2A,0.507,Alzheimer's Disease
DRD1,SLC18A2,0.58,Alzheimer's Disease
DRD1,CPX-285,0.641,Alzheimer's Disease
DRD1,POMC,0.938,Alzheimer's Disease
GRM2,ADORA2A,0.527,Alzheimer's Disease
GRM2,CPX-285,0.708,Alzheimer's Disease
GRM2,CPX-8432,0.99,Alzheimer's Disease
POMC,AGTR1,0.799,Alzheimer's Disease
POMC,ADORA2A,0.923,Alzheimer's Disease
CPX-4101,DAOA,0.473,Alzheimer's Disease
CPX-4101,CAMK2A,0.542,Alzheimer's Disease
CPX-4101,DISC1,0.602,Alzheimer's Disease
CPX-4101,CPX-285,0.832,Alzheimer's Disease
CXCR4,ADORA2A,0.658,Alzheimer's Disease
CXCR4,CPX-8432,0.944,Alzheimer's Disease
RGS4,DISC1,0.714,Alzheimer's Disease
RGS4,DAOA,0.732,Alzheimer's Disease
RGS4,CPX-8432,0.932,Alzheimer's Disease
DISC1,CPX-285,0.543,Alzheimer's Disease
DISC1,DAOA,0.821,Alzheimer's Disease
CPX-285,ADORA2A,0.414,Alzheimer's Disease
CPX-285,CAMK2A,0.999,Alzheimer's Disease
DRD4,DEAF1,0.409,Alzheimer's Disease
DRD4,CPX-2164,0.417,Alzheimer's Disease
DRD4,RHO,0.425,Alzheimer's Disease
DRD4,CPX-6041,0.427,Alzheimer's Disease
DRD4,CUX2,0.429,Alzheimer's Disease
DRD4,NR3C1,0.434,Alzheimer's Disease
DRD4,ADRA1B,0.447,Alzheimer's Disease
DRD4,HTR2C,0.448,Alzheimer's Disease
DRD4,ADRA1D,0.452,Alzheimer's Disease
DRD4,CPX-187,0.463,Alzheimer's Disease
DRD4,CPX-8673,0.466,Alzheimer's Disease
DRD4,CPX-2202,0.483,Alzheimer's Disease
DRD4,KIAA0319,0.483,Alzheimer's Disease
DRD4,TRHR,0.486,Alzheimer's Disease
DRD4,ADCY1,0.505,Alzheimer's Disease
DRD4,CHRM2,0.523,Alzheimer's Disease
DRD4,CPX-2174,0.562,Alzheimer's Disease
DRD4,CPX-8007,0.573,Alzheimer's Disease
DRD4,ALDH2,0.619,Alzheimer's Disease
DRD4,ADRB1,0.672,Alzheimer's Disease
DRD4,TPH2,0.68,Alzheimer's Disease
SLC6A2,TPH2,0.407,Alzheimer's Disease
SLC6A2,ADRB1,0.467,Alzheimer's Disease
SLC6A2,ADRA1D,0.53,Alzheimer's Disease
SLC6A2,ADRA1B,0.567,Alzheimer's Disease
SLC6A2,CHRM2,0.573,Alzheimer's Disease
SLC6A2,HTR2C,0.625,Alzheimer's Disease
GNB3,HTR2C,0.48,Alzheimer's Disease
GNB3,ADRA1B,0.649,Alzheimer's Disease
GNB3,CHRM2,0.68,Alzheimer's Disease
GNB3,ADCY1,0.708,Alzheimer's Disease
GNB3,ADRA1D,0.721,Alzheimer's Disease
GNB3,ADRB1,0.767,Alzheimer's Disease
GNB3,RHO,0.832,Alzheimer's Disease
NR3C1,MAOB,0.409,Alzheimer's Disease
NR3C1,TH,0.41,Alzheimer's Disease
NR3C1,AGT,0.414,Alzheimer's Disease
NR3C1,SRC,0.447,Alzheimer's Disease
NR3C1,TPH2,0.464,Alzheimer's Disease
NR3C1,DRD2,0.496,Alzheimer's Disease
NR3C1,MAOA,0.555,Alzheimer's Disease
NR3C1,COMT,0.558,Alzheimer's Disease
NR3C1,LEP,0.67,Alzheimer's Disease
NR3C1,SLC6A4,0.696,Alzheimer's Disease
NR3C1,ADRB2,0.727,Alzheimer's Disease
NR3C1,POMC,0.854,Alzheimer's Disease
NR3C1,CPX-6041,0.981,Alzheimer's Disease
GNB4,CPX-6041,0.433,Alzheimer's Disease
GNB4,ADRB1,0.48,Alzheimer's Disease
GNB4,HTR2C,0.549,Alzheimer's Disease
GNB4,ADRA1B,0.624,Alzheimer's Disease
GNB4,ADRA1D,0.635,Alzheimer's Disease
GNB4,ADCY1,0.683,Alzheimer's Disease
GNB4,CHRM2,0.705,Alzheimer's Disease
GNB4,RHO,0.75,Alzheimer's Disease
SNAP25,HTR2C,0.43,Alzheimer's Disease
SNAP25,CPX-8673,0.632,Alzheimer's Disease
SLC6A4,ADRA1D,0.45,Alzheimer's Disease
SLC6A4,CPX-2164,0.455,Alzheimer's Disease
SLC6A4,CUX2,0.489,Alzheimer's Disease
SLC6A4,ADRA1B,0.525,Alzheimer's Disease
SLC6A4,CPX-2174,0.595,Alzheimer's Disease
SLC6A4,CPX-187,0.623,Alzheimer's Disease
SLC6A4,CHRM2,0.683,Alzheimer's Disease
SLC6A4,ALDH2,0.763,Alzheimer's Disease
SLC6A4,HTR2C,0.914,Alzheimer's Disease
SLC6A4,TPH2,0.925,Alzheimer's Disease
CUX2,COMT,0.404,Alzheimer's Disease
CUX2,SLC6A3,0.424,Alzheimer's Disease
ALDH2,CPX-2159,0.421,Alzheimer's Disease
ALDH2,CPX-187,0.423,Alzheimer's Disease
ALDH2,ADRB2,0.424,Alzheimer's Disease
ALDH2,TH,0.43,Alzheimer's Disease
ALDH2,CPX-2174,0.512,Alzheimer's Disease
ALDH2,CHRM2,0.534,Alzheimer's Disease
ALDH2,CPX-8007,0.546,Alzheimer's Disease
ALDH2,MTHFR,0.563,Alzheimer's Disease
ALDH2,DRD2,0.63,Alzheimer's Disease
ALDH2,COMT,0.682,Alzheimer's Disease
ALDH2,MAOB,0.975,Alzheimer's Disease
ALDH2,MAOA,0.982,Alzheimer's Disease
GNB5,ADRA1B,0.623,Alzheimer's Disease
GNB5,ADRA1D,0.635,Alzheimer's Disease
GNB5,ADCY1,0.698,Alzheimer's Disease
GNB5,CHRM2,0.819,Alzheimer's Disease
GNB5,RHO,0.825,Alzheimer's Disease
CPX-6041,CPX-8432,0.463,Alzheimer's Disease
CPX-6041,MAOB,0.482,Alzheimer's Disease
CPX-6041,MAOA,0.493,Alzheimer's Disease
CPX-6041,DRD2,0.508,Alzheimer's Disease
CPX-6041,AGT,0.805,Alzheimer's Disease
CPX-6041,POMC,0.852,Alzheimer's Disease
CPX-6041,LEP,0.933,Alzheimer's Disease
CPX-6041,SRC,0.999,Alzheimer's Disease
SLC6A3,CPX-8673,0.455,Alzheimer's Disease
SLC6A3,KIAA0319,0.482,Alzheimer's Disease
SLC6A3,CHRM2,0.487,Alzheimer's Disease
SLC6A3,ADRA1B,0.526,Alzheimer's Disease
SLC6A3,TPH2,0.548,Alzheimer's Disease
SLC6A3,CPX-187,0.569,Alzheimer's Disease
SLC6A3,HTR2C,0.622,Alzheimer's Disease
SLC6A3,ADRB1,0.63,Alzheimer's Disease
CPX-2159,CPX-2174,0.812,Alzheimer's Disease
HTR2C,CPX-285,0.441,Alzheimer's Disease
HTR2C,ADRB1,0.456,Alzheimer's Disease
HTR2C,LEP,0.503,Alzheimer's Disease
HTR2C,MTHFR,0.528,Alzheimer's Disease
HTR2C,CHRM2,0.534,Alzheimer's Disease
HTR2C,DRD2,0.548,Alzheimer's Disease
HTR2C,MC4R,0.551,Alzheimer's Disease
HTR2C,AGT,0.556,Alzheimer's Disease
HTR2C,COMT,0.573,Alzheimer's Disease
HTR2C,GNB2,0.576,Alzheimer's Disease
HTR2C,SLC18A2,0.61,Alzheimer's Disease
HTR2C,CPX-168,0.64,Alzheimer's Disease
HTR2C,ADRB2,0.641,Alzheimer's Disease
HTR2C,GNAL,0.661,Alzheimer's Disease
HTR2C,MAOA,0.691,Alzheimer's Disease
HTR2C,POMC,0.745,Alzheimer's Disease
HTR2C,TPH2,0.752,Alzheimer's Disease
HTR2C,MAOB,0.8,Alzheimer's Disease
HTR2C,CPX-2175,0.804,Alzheimer's Disease
HTR2C,CPX-8432,0.953,Alzheimer's Disease
RHO,GNAI3,0.404,Alzheimer's Disease
RHO,AVPR1A,0.424,Alzheimer's Disease
RHO,GNAI2,0.426,Alzheimer's Disease
RHO,MC4R,0.508,Alzheimer's Disease
RHO,TH,0.54,Alzheimer's Disease
RHO,ADRB2,0.608,Alzheimer's Disease
RHO,POMC,0.626,Alzheimer's Disease
RHO,ADRB1,0.65,Alzheimer's Disease
RHO,GNB2,0.756,Alzheimer's Disease
RHO,CPX-8432,0.946,Alzheimer's Disease
ADCY1,CPX-8673,0.404,Alzheimer's Disease
ADCY1,ADRB2,0.449,Alzheimer's Disease
ADCY1,DRD2,0.463,Alzheimer's Disease
ADCY1,GNAI2,0.765,Alzheimer's Disease
ADCY1,CPX-8432,0.798,Alzheimer's Disease
ADCY1,GNB2,0.803,Alzheimer's Disease
ADCY1,GNAI3,0.852,Alzheimer's Disease
ADCY1,GNAL,0.944,Alzheimer's Disease
AVPR1A,ADRA1B,0.424,Alzheimer's Disease
AVPR1A,TPH2,0.449,Alzheimer's Disease
AVPR1A,ADRA1D,0.479,Alzheimer's Disease
CPX-187,CPX-2174,0.401,Alzheimer's Disease
CPX-187,ADRA1D,0.442,Alzheimer's Disease
CPX-187,COMT,0.447,Alzheimer's Disease
CPX-187,DRD2,0.572,Alzheimer's Disease
CPX-187,CHRM2,0.628,Alzheimer's Disease
CPX-187,CPX-168,0.877,Alzheimer's Disease
MC4R,LEP,0.944,Alzheimer's Disease
GNB2,ADRB1,0.48,Alzheimer's Disease
GNB2,ADRA1D,0.624,Alzheimer's Disease
GNB2,ADRA1B,0.624,Alzheimer's Disease
GNB2,CHRM2,0.66,Alzheimer's Disease
ADRB2,LEP,0.449,Alzheimer's Disease
ADRB2,CHRM2,0.64,Alzheimer's Disease
ADRB2,ADRB1,0.956,Alzheimer's Disease
DRD5,TPH2,0.41,Alzheimer's Disease
DRD5,CPX-8673,0.452,Alzheimer's Disease
ADRA1B,DBH,0.416,Alzheimer's Disease
ADRA1B,CPX-2175,0.435,Alzheimer's Disease
ADRA1B,ADRB1,0.449,Alzheimer's Disease
ADRA1B,CPX-168,0.458,Alzheimer's Disease
ADRA1B,CPX-8432,0.624,Alzheimer's Disease
ADRA1B,AGT,0.774,Alzheimer's Disease
ADRA1B,ADRA1D,0.949,Alzheimer's Disease
CPX-2164,MTHFR,0.406,Alzheimer's Disease
CPX-2164,CPX-168,0.442,Alzheimer's Disease
CPX-2164,CPX-8673,0.574,Alzheimer's Disease
CPX-2164,CPX-285,0.579,Alzheimer's Disease
CPX-2164,CPX-2174,0.829,Alzheimer's Disease
LEP,NPY2R,0.611,Alzheimer's Disease
LEP,TH,0.644,Alzheimer's Disease
LEP,AGT,0.719,Alzheimer's Disease
LEP,POMC,0.992,Alzheimer's Disease
GNAI2,CHRM2,0.66,Alzheimer's Disease
GNAI2,ADRB1,0.923,Alzheimer's Disease
CPX-187,CPX-2175,0.455,Alzheimer's Disease
TPH2,POMC,0.409,Alzheimer's Disease
TPH2,MTHFR,0.437,Alzheimer's Disease
TPH2,CPX-2175,0.447,Alzheimer's Disease
TPH2,DRD2,0.452,Alzheimer's Disease
TPH2,CHRM2,0.539,Alzheimer's Disease
TPH2,DBH,0.568,Alzheimer's Disease
TPH2,COMT,0.599,Alzheimer's Disease
TPH2,MAOA,0.687,Alzheimer's Disease
TPH2,MAOB,0.692,Alzheimer's Disease
TPH2,SLC18A2,0.72,Alzheimer's Disease
GNAL,ADRB1,0.843,Alzheimer's Disease
MAOA,ADRB1,0.401,Alzheimer's Disease
MAOA,CPX-2174,0.43,Alzheimer's Disease
CPX-8673,COMT,0.406,Alzheimer's Disease
CPX-8673,CPX-2174,0.409,Alzheimer's Disease
CPX-8673,CPX-168,0.418,Alzheimer's Disease
CPX-8673,DRD2,0.426,Alzheimer's Disease
CPX-8673,CPX-285,0.462,Alzheimer's Disease
CPX-2175,ADRB1,0.409,Alzheimer's Disease
CPX-2175,ADRA1D,0.41,Alzheimer's Disease
COMT,ADRB1,0.4,Alzheimer's Disease
COMT,CPX-2174,0.511,Alzheimer's Disease
COMT,CHRM2,0.686,Alzheimer's Disease
DRD2,CHRM2,0.439,Alzheimer's Disease
DRD2,ADRA1D,0.481,Alzheimer's Disease
DRD2,CPX-2174,0.609,Alzheimer's Disease
AGT,TRHR,0.543,Alzheimer's Disease
AGT,CHRM2,0.544,Alzheimer's Disease
AGT,ADRB1,0.613,Alzheimer's Disease
AGT,ADRA1D,0.761,Alzheimer's Disease
CPX-168,CHRM2,0.709,Alzheimer's Disease
ADRB1,CPX-8432,0.49,Alzheimer's Disease
ADRB1,SRC,0.617,Alzheimer's Disease
ADRB1,DBH,0.626,Alzheimer's Disease
ADRB1,GNAI3,0.921,Alzheimer's Disease
ADRB1,POMC,0.932,Alzheimer's Disease
GNAI3,CHRM2,0.654,Alzheimer's Disease
CPX-168,ADRA1D,0.511,Alzheimer's Disease
AGTR2,ADRA1D,0.423,Alzheimer's Disease
AGTR2,TRHR,0.5,Alzheimer's Disease
AGTR2,CHRM2,0.553,Alzheimer's Disease
SRC,CHRM2,0.529,Alzheimer's Disease
MAOB,CHRM2,0.434,Alzheimer's Disease
CPX-8432,ADRA1D,0.624,Alzheimer's Disease
CPX-8432,TRHR,0.909,Alzheimer's Disease
ADRA1D,DBH,0.418,Alzheimer's Disease
TH,CPX-2174,0.402,Alzheimer's Disease
POMC,TRHR,0.417,Alzheimer's Disease
CHRM2,CPX-8432,0.8,Alzheimer's Disease
CHRM2,CPX-2174,0.812,Alzheimer's Disease
CPX-2174,CPX-285,0.49,Alzheimer's Disease
SLC6A2,SLC4A4,0.422,Alzheimer's Disease
SLC6A2,CPX-8767,0.445,Alzheimer's Disease
SLC6A2,SSTR2,0.47,Alzheimer's Disease
SLC6A2,CHAT,0.474,Alzheimer's Disease
SLC6A2,OPRM1,0.52,Alzheimer's Disease
SLC6A2,NTRK2,0.55,Alzheimer's Disease
SLC6A2,GRM5,0.597,Alzheimer's Disease
SLC6A2,ADRA2B,0.606,Alzheimer's Disease
SLC6A2,HTR1B,0.626,Alzheimer's Disease
SLC6A2,HTR2A,0.675,Alzheimer's Disease
SLC6A2,ADRA2C,0.718,Alzheimer's Disease
SLC6A2,HTR1A,0.788,Alzheimer's Disease
SLC6A2,SNCA,0.809,Alzheimer's Disease
DAO,SLC1A2,0.41,Alzheimer's Disease
DAO,GRM3,0.443,Alzheimer's Disease
DAO,HTR2A,0.557,Alzheimer's Disease
GNB3,PDYN,0.499,Alzheimer's Disease
GNB3,WNT5A,0.508,Alzheimer's Disease
GNB3,CPX-5156,0.546,Alzheimer's Disease
GNB3,AKT1,0.581,Alzheimer's Disease
GNB3,CPX-8468,0.651,Alzheimer's Disease
GNB3,CPX-2955,0.659,Alzheimer's Disease
GNB3,ADRA2B,0.66,Alzheimer's Disease
GNB3,CHRM4,0.661,Alzheimer's Disease
GNB3,CACNA1B,0.701,Alzheimer's Disease
GNB3,ADRA2C,0.703,Alzheimer's Disease
GNB3,PRKACA,0.723,Alzheimer's Disease
GNB3,PRKACB,0.73,Alzheimer's Disease
GNB3,OPRM1,0.731,Alzheimer's Disease
GNB3,CPX-3195,0.734,Alzheimer's Disease
GNB3,CNR1,0.748,Alzheimer's Disease
GNB3,GRK2,0.763,Alzheimer's Disease
GNB3,HTR1B,0.798,Alzheimer's Disease
GNB3,GNAQ,0.861,Alzheimer's Disease
CPX-2396,FTO,0.4,Alzheimer's Disease
CPX-2396,TPH2,0.421,Alzheimer's Disease
CPX-2396,DRD2,0.434,Alzheimer's Disease
CPX-2396,PRKACB,0.451,Alzheimer's Disease
CPX-2396,PRKACA,0.452,Alzheimer's Disease
CPX-2396,SNCA,0.527,Alzheimer's Disease
CPX-2396,CPX-943,0.534,Alzheimer's Disease
CPX-2396,NR3C1,0.55,Alzheimer's Disease
CPX-2396,GSK3B,0.564,Alzheimer's Disease
CPX-2396,PPP2R2B,0.632,Alzheimer's Disease
CPX-2396,AKT1,0.639,Alzheimer's Disease
CPX-2396,CPX-2494,0.735,Alzheimer's Disease
CPX-2396,HTT,0.798,Alzheimer's Disease
CPX-2396,CPX-2491,0.807,Alzheimer's Disease
CPX-2396,CPX-2476,0.887,Alzheimer's Disease
CPX-2396,CPX-5156,0.949,Alzheimer's Disease
NR3C1,CYP2A6,0.409,Alzheimer's Disease
NR3C1,GSK3B,0.411,Alzheimer's Disease
NR3C1,HTR2A,0.447,Alzheimer's Disease
NR3C1,CYP3A4,0.474,Alzheimer's Disease
NR3C1,CPX-2476,0.539,Alzheimer's Disease
NR3C1,OPRM1,0.571,Alzheimer's Disease
NR3C1,CPX-652,0.614,Alzheimer's Disease
NR3C1,HTR1A,0.615,Alzheimer's Disease
NR3C1,CPX-943,0.629,Alzheimer's Disease
NR3C1,PRKACA,0.7,Alzheimer's Disease
NR3C1,PRKACB,0.708,Alzheimer's Disease
NR3C1,AKT1,0.791,Alzheimer's Disease
NR3C1,EGFR,0.87,Alzheimer's Disease
NR3C1,CPX-5156,0.896,Alzheimer's Disease
NR3C1,NTRK2,0.905,Alzheimer's Disease
NR3C1,CPX-2494,0.924,Alzheimer's Disease
NR3C1,CPX-2491,0.961,Alzheimer's Disease
NR3C1,FKBP5,0.999,Alzheimer's Disease
GNB4,WNT5A,0.503,Alzheimer's Disease
GNB4,PDYN,0.535,Alzheimer's Disease
GNB4,CPX-5156,0.582,Alzheimer's Disease
GNB4,AKT1,0.584,Alzheimer's Disease
GNB4,ADRA2B,0.632,Alzheimer's Disease
GNB4,ADRA2C,0.632,Alzheimer's Disease
GNB4,CPX-2955,0.65,Alzheimer's Disease
GNB4,CACNA1B,0.668,Alzheimer's Disease
GNB4,CPX-3195,0.67,Alzheimer's Disease
GNB4,CHRM4,0.684,Alzheimer's Disease
GNB4,OPRM1,0.703,Alzheimer's Disease
GNB4,PRKACB,0.71,Alzheimer's Disease
GNB4,PRKACA,0.712,Alzheimer's Disease
GNB4,GRK2,0.717,Alzheimer's Disease
GNB4,CNR1,0.725,Alzheimer's Disease
GNB4,CPX-8468,0.73,Alzheimer's Disease
GNB4,HTR1B,0.744,Alzheimer's Disease
GNB4,GNAQ,0.867,Alzheimer's Disease
CPX-577,DRD2,0.418,Alzheimer's Disease
CPX-577,PRKACB,0.659,Alzheimer's Disease
CPX-577,PRKACA,0.659,Alzheimer's Disease
CPX-577,SNCA,0.678,Alzheimer's Disease
GHSR,AGTR1,0.432,Alzheimer's Disease
GHSR,CPX-2491,0.464,Alzheimer's Disease
GHSR,PDYN,0.523,Alzheimer's Disease
GHSR,DRD2,0.532,Alzheimer's Disease
GHSR,GRK2,0.574,Alzheimer's Disease
GHSR,CPX-943,0.637,Alzheimer's Disease
GHSR,HTR2C,0.647,Alzheimer's Disease
GHSR,GNAI3,0.684,Alzheimer's Disease
GHSR,GNAI2,0.693,Alzheimer's Disease
GHSR,HCRT,0.76,Alzheimer's Disease
GHSR,EDN1,0.766,Alzheimer's Disease
GHSR,LEP,0.767,Alzheimer's Disease
GHSR,POMC,0.803,Alzheimer's Disease
GHSR,CPX-8432,0.911,Alzheimer's Disease
GHSR,GNAQ,0.963,Alzheimer's Disease
SNAP25,HTR2A,0.472,Alzheimer's Disease
SNAP25,BACE1,0.48,Alzheimer's Disease
SNAP25,GRM5,0.505,Alzheimer's Disease
SNAP25,GRM3,0.518,Alzheimer's Disease
SNAP25,EGFR,0.523,Alzheimer's Disease
SNAP25,CPX-2476,0.581,Alzheimer's Disease
SNAP25,SLC1A2,0.602,Alzheimer's Disease
SNAP25,HTT,0.613,Alzheimer's Disease
SNAP25,CPX-943,0.657,Alzheimer's Disease
SNAP25,CPX-1001,0.687,Alzheimer's Disease
SNAP25,NTRK2,0.691,Alzheimer's Disease
SNAP25,CPX-8767,0.707,Alzheimer's Disease
SNAP25,DNM1,0.716,Alzheimer's Disease
SNAP25,HTR1B,0.73,Alzheimer's Disease
SNAP25,CPX-3032,0.773,Alzheimer's Disease
SNAP25,SNCA,0.779,Alzheimer's Disease
SNAP25,CPX-3195,0.782,Alzheimer's Disease
SNAP25,CACNA1B,0.884,Alzheimer's Disease
SNAP25,SYT1,0.999,Alzheimer's Disease
CPX-2955,CPX-4101,0.414,Alzheimer's Disease
CPX-2955,HTR2C,0.439,Alzheimer's Disease
CPX-2955,GNAQ,0.506,Alzheimer's Disease
CPX-2955,SLC6A3,0.531,Alzheimer's Disease
CPX-2955,SLC6A4,0.542,Alzheimer's Disease
CPX-2955,CPX-8767,0.545,Alzheimer's Disease
CPX-2955,CPX-187,0.572,Alzheimer's Disease
CPX-2955,GNAO1,0.579,Alzheimer's Disease
CPX-2955,DRD2,0.593,Alzheimer's Disease
CPX-2955,DRD1,0.597,Alzheimer's Disease
CPX-2955,SLC1A2,0.631,Alzheimer's Disease
CPX-2955,GRM7,0.653,Alzheimer's Disease
CPX-2955,GRM2,0.66,Alzheimer's Disease
CPX-2955,EDN1,0.661,Alzheimer's Disease
CPX-2955,GNB2,0.661,Alzheimer's Disease
CPX-2955,CPX-168,0.698,Alzheimer's Disease
CPX-2955,GRM3,0.705,Alzheimer's Disease
CPX-2955,CPX-285,0.741,Alzheimer's Disease
CPX-2955,CPX-2170,0.767,Alzheimer's Disease
CPX-2955,CPX-8575,0.774,Alzheimer's Disease
CPX-2955,GNB5,0.814,Alzheimer's Disease
CPX-2955,CPX-2159,0.817,Alzheimer's Disease
CPX-2955,CPX-2174,0.89,Alzheimer's Disease
CPX-2955,CPX-8432,0.927,Alzheimer's Disease
CPX-2955,GNAI2,0.929,Alzheimer's Disease
CPX-2955,GNAI3,0.936,Alzheimer's Disease
SYT1,GNAO1,0.403,Alzheimer's Disease
SYT1,NTRK2,0.425,Alzheimer's Disease
SYT1,CPX-2202,0.436,Alzheimer's Disease
SYT1,CPX-2159,0.448,Alzheimer's Disease
SYT1,SLC1A2,0.454,Alzheimer's Disease
SYT1,DPP10,0.471,Alzheimer's Disease
SYT1,CPX-285,0.497,Alzheimer's Disease
SYT1,MAOA,0.52,Alzheimer's Disease
SYT1,DRD2,0.539,Alzheimer's Disease
